"maxO3" "T6" "T9" "T12" "T15" "Ne6" "Ne9" "Ne12" "Ne15" "Vx6" "Vx9" "Vx12" "Vx15" "Vx18" "maxO3v" "Vent12"
77 15.1 15.8 18.3 21.5 8 8 6 6 1.7321 1.7321 2.8191 -0.3473 1 74 "E"
68 15.4 16.5 17.9 17.1 8 8 8 7 2.9544 3.8302 4.3301 0.3473 -2.5712 77 "E"
75 14.2 15.7 16.1 18.3 8 8 8 7 0.342 -0.3473 -0.1736 0 1.0261 68 "S"
94 12.7 13.6 17.9 22 9 8 5 2 1 0.9397 0.342 -1.8794 -1.2856 75 "N"
92 12.3 17.5 23.1 24.5 8 5 5 5 0.9397 -0.1736 2.9544 2 1.5321 94 "E"
113 13.7 22 26 27 4 4 4 3 0 0.1736 0 -1.0261 -2.2981 92 "S"
93 16 17.9 21.2 21 8 7 4 3 -0.5209 -1.0261 -3.0642 -4.4995 -4.6985 113 "W"
87 10.5 13.4 16.2 16.3 1 4 6 6 -3 -4.3301 -4 -3.9392 -4.924 93 "W"
83 11.2 14.2 14.2 14.4 8 6 6 7 -3.4641 -4.6985 -2.5 -3.2139 -4.5963 87 "N"
79 9.8 12.9 14.7 15 8 7 6 7 -2.9544 -6 -4.6985 -4.6985 -1.5 83 "W"
82 9.2 14.2 16.1 17.8 6 6 6 7 0 -0.1736 0 -2.2981 -1.9696 79 "S"
75 10.6 12.7 14.2 15.5 4 6 6 5 -3.4641 -6.5778 -3.8567 -3.8567 -2 82 "N"
73 10.8 13.9 15.7 17 7 7 7 7 -1.5321 -2.9544 -3.7588 -2.5981 -2.5712 75 "W"
81 12.5 15.6 18.3 16.9 4 8 7 7 -1.0261 -3 -4.4995 -5.1962 -3.8302 73 "S"
57 14.2 16.5 16.4 15.3 8 8 8 8 -2.5712 -4.5963 -2.5 -3.0782 -3 81 "S"
81 11.1 13.7 17.2 18.8 7 6 6 5 -2.5981 -3.2139 -4.924 -4.6985 -3.7588 57 "W"
73 10.8 13.2 13.6 16.1 7 8 8 8 0.5 2.5 1.3892 -3.0782 -8.6603 81 "S"
77 8.6 13.9 14.7 13.5 1 4 7 8 -2.5712 -5.3623 -4.4995 -2.5712 -1.7101 73 "S"
78 9.9 13.3 15.1 16.3 2 6 5 6 -4.924 -6 -6 -5.1962 -4.6985 77 "W"
77 8.7 14.2 15.8 16.7 0 6 7 7 -3 -3.9392 -2.5981 -3.4641 -3.8302 78 "W"
59 13 14.8 15.1 15.7 8 8 8 8 -1.9284 -4.6985 -4.3301 -4.3301 -5.6382 77 "W"
67 12.1 15.5 16.4 19.5 8 7 7 6 1.2856 1.7321 -0.5209 -3.0642 -3.8302 59 "S"
67 13.1 14.4 17.9 20.2 8 8 6 3 -3.4641 -3.2139 -3.2139 -1.0261 -0.866 67 "S"
86 13.1 16.9 21.1 24.1 2 1 4 2 -0.5209 -0.5209 -0.5 -0.766 -2.2981 67 "N"
72 14.4 17.8 19 21.7 8 8 8 5 -0.1736 0.342 -2.9544 0 1.2856 86 "W"
82 11 15.7 19 20.5 2 5 5 5 -1.9696 -2.5981 -1.9284 -1.8794 1.7101 72 "N"
61 12.4 14.1 16.4 16.2 8 7 8 8 -1.0261 -0.5209 -1.5 -1.7101 -1.7101 82 "N"
70 9.2 14.6 17.6 14.6 5 5 8 8 -2 -2.9544 -2.2981 -2.9544 -0.684 61 "W"
85 9 14.2 18.6 20.3 9 5 5 4 -0.9848 -0.1736 2.9544 1.5321 1.0261 70 "E"
107 12.7 19.7 23.2 25.1 4 1 1 1 2.8191 2.5712 2.5 0 0 85 "S"
83 13.3 15.7 18.5 20.2 8 6 7 4 -1.8794 -2.5712 -2.5712 -2.8191 0 76 "N"
75 13.8 16.3 18.8 23.4 7 7 7 3 -1.7321 -2.8191 -1.2856 -0.9397 -1.9284 83 "S"
59 14.3 15.5 20.1 24.2 8 8 6 2 -0.9397 0 0.9397 -0.342 -0.766 75 "E"
63 15.2 17.7 21.8 25.1 8 6 2 2 -1.2856 -1 -1.5 -2.5981 1.0419 59 "S"
52 13.7 15.4 20.6 25 8 8 2 1 1.2856 0.9397 -0.3473 -0.866 0 63 "N"
102 15.6 17.7 25.7 28.4 0 8 0 3 3.7588 1.7321 2.9544 2.8191 2.5981 52 "E"
108 17.8 23.4 27.5 29.3 5 1 1 1 2.2981 3.8567 3.4641 4.6985 3.7588 102 "E"
116 17.6 23.7 29.2 31.9 0 0 0 0 4.3301 4.3301 4.3301 2.0521 1.7101 108 "E"
131 20.6 24.6 28.3 29.3 1 1 1 2 0.684 -3.4641 0 -0.8682 -3 116 "S"
99 17.4 19 23.3 23.6 7 7 4 7 -1.9284 -2.8191 -0.684 -4.924 -3.2139 131 "S"
76 17.2 20.3 21.6 20.8 8 7 6 6 -1.7101 -5.1423 -6.8944 -5.1962 -5.3623 99 "W"
75 14.7 18.2 19 19.3 5 7 7 7 -3.0642 -6.1284 -6.5778 -6.9282 -4.3301 76 "W"
60 14.3 17.2 17.6 16.3 7 7 7 7 -1.7321 -4 -4.924 -1.9696 -1.5321 75 "W"
70 12.7 15.5 17.1 16.7 7 7 8 7 -3.7588 -3.8567 -3.2139 -2.5 -1.3681 60 "N"
81 11.8 15.5 17.7 20 7 5 6 6 2 2.5981 2.2981 3.7588 1.7101 70 "E"
106 11.8 18.9 21.9 22.8 0 1 4 3 0.342 3.0642 4 4.924 5 81 "E"
112 14.2 19.8 23 24.4 4 3 5 4 5 6.8937 7 7 6 106 "E"
128 15.8 20.4 24.1 25 1 5 7 7 3 1.5321 1.9696 0.5209 -1.3681 112 "E"
100 16.3 19.7 23.2 23.5 8 8 6 7 -1.8794 -0.6428 -1.2856 -0.5 1.2856 128 "S"
94 15 18.4 22.1 22.7 8 6 6 7 -0.3473 -0.766 -0.684 -1.5321 -0.6428 100 "S"
75 16.3 19.8 24 24.3 8 7 5 5 -0.5209 -0.8682 -4.4995 -3.9392 -3.8302 94 "S"
73 15.3 19.1 21.7 22.5 7 8 7 2 0.342 0.9848 0.3473 -3.0642 -5 75 "S"
67 14.4 20.4 18.6 20.8 4 6 8 7 0 -3.4641 -1.5321 -0.8682 -1.5 73 "W"
69 15.4 17.5 21.2 19 7 6 3 6 -1.8794 -2.9544 -6.5778 -6.9282 -4 67 "W"
80 15.2 19 20.6 22.2 7 7 7 5 -1.5 -3.7588 -3 -4.924 -3.8302 69 "W"
88 15.8 20.8 23.4 24.9 3 6 7 4 1.8794 3 3.9392 4.6985 3.2139 80 "E"
79 16.2 15.9 17.4 17.7 8 8 8 8 1.0261 0 1.0419 1.3892 1.7101 88 "N"
71 12.3 16.8 18.6 19.1 3 5 7 7 -1 -2.5 -1.7101 -4.6985 -0.8682 79 "N"
52 14.1 16.5 18.2 17.4 8 8 8 8 -4.3301 -5.6382 -5.6382 -5.6382 -4.924 71 "W"
70 12.5 16.2 16.7 17.4 2 7 7 3 -2.8191 -7 -6.0622 -5.7851 -6.0622 52 "W"
64 13.4 16.1 17.1 15.5 4 5 4 6 -3.8302 -4 -8.4265 -3.0782 -2.7362 70 "W"
64 9.6 16.4 19.7 19.2 5 7 5 7 -1.9696 -1.9696 -4.924 -4.3301 -3.7588 64 "W"
65 13.9 15.3 19.8 22.7 7 8 5 4 -3.7588 -3.7588 -5.6382 -5.1423 -2.0521 64 "W"
68 14.3 16.4 18.4 19.1 8 7 6 7 -2.9544 -2.5 -4 -5.5 -2.7362 65 "N"
72 13.5 16.1 18 19.3 7 7 5 3 -0.866 -1.8794 0 -1.2155 -1.0419 68 "N"
82 10.5 16.9 18.9 20.6 6 5 7 5 -0.866 -0.9397 1.3681 2 1.7101 72 "N"
93 12.3 18 21.9 22.3 1 0 1 3 2 1.7321 3.9392 1.0261 3.2139 82 "E"
115 11.3 19.1 22 23.6 0 1 3 4 -0.766 0.5 2.5981 1.5 2.5 93 "E"
126 12 20.6 24.1 23.7 1 2 4 8 -0.5 1.9696 2.5981 0.684 2.0521 115 "E"
127 13.2 21.4 24.9 25.9 1 0 2 2 0 1.9696 0.5209 1.7101 2.0521 126 "N"
132 16.1 23.2 26.1 27.6 0 0 0 0 2.8191 5.9088 5.6382 6 6 127 "E"
109 17 22.2 25.4 24.6 2 4 7 7 7 6 7 6.8937 6 132 "E"
108 17.4 20.9 24.8 25.1 6 4 6 8 1.9696 1.5321 1.9696 2 -0.5209 109 "E"
78 16.7 19.3 20.2 18.3 7 7 7 8 -3 -4 -6 -3.9392 -2 108 "W"
76 16.1 19.1 21.5 19.4 8 7 7 7 2.8191 1.9696 1.9696 -0.684 0 78 "E"
68 17.5 18.2 20.3 20 8 7 7 6 0.9397 0.684 -2.8191 -1.3681 0.1736 76 "W"
85 15.2 17.6 18.4 20.1 8 8 8 6 -1.9284 -2.9544 -1.5321 -0.6946 1.0261 68 "W"
63 15.8 19.9 21.3 21.2 7 6 7 6 -0.9848 -5 -3.8302 -5.6382 -0.9397 85 "W"
61 14.4 18.2 20 19 2 5 5 7 -1.7321 -3.9392 -3.0642 -2.2981 1.9284 63 "W"
74 13 17.4 21.4 24 7 3 5 5 0.6428 -0.5 -1.7321 -2 1.5321 61 "W"
106 14.8 22.1 26.2 28 1 1 1 1 1.5321 1.0261 1.0261 -1.5321 -1.2856 74 "S"
89 14 20 23.8 23.6 0 3 3 6 -0.766 -1.9284 -2.5981 -2.8191 -1.2155 106 "W"
70 14.9 18.4 23.4 19 1 5 5 6 -3.9392 -3.7588 -5.1962 -3.4641 -5.1962 89 "W"
72 14 17.8 20.3 21.7 2 7 6 6 -1.9284 -5 -4.6985 -5.1962 -1.5 70 "W"
80 15.5 18.1 20.7 20.9 7 7 4 5 -2.5981 -3 -1.2155 -1.3892 -2.3941 72 "N"
74 12 18.4 21 22 3 3 4 3 -1.7321 0.5209 -1.9284 -1.3681 -2.5 80 "N"
62 15.4 17.2 21.5 21.1 7 8 7 7 -0.9848 -2 -1.8794 -1.7101 0 74 "W"
67 17.6 20.7 24.2 24.9 8 7 6 7 -1 -1.2856 1.9696 1.0261 -0.5209 62 "E"
66 16.7 18.6 22.4 23.8 8 8 8 6 -0.342 0.3473 -0.6428 -0.5209 1.8794 67 "N"
98 16.5 22.7 27.3 28.5 1 1 1 1 0 -1.7321 -2 -4 0.8682 66 "S"
53 14.4 17.9 20.8 24.2 8 8 8 2 -0.342 -0.9397 -0.866 -0.1736 1.3681 98 "W"
99 14.1 19.6 25.5 28 0 0 1 2 0.3473 1 0.3473 0.5209 2 53 "N"
97 16.3 19.7 25.1 26.3 7 5 1 1 -1.3681 -1.0261 -0.5209 0 0 99 "N"
89 16.6 21.1 23 21.5 7 7 6 8 0 -1.9284 -2.0521 -2.5712 -1.9284 97 "S"
64 19.1 20 23.2 23.1 7 8 7 7 -0.6946 -1.7101 -3.8302 -4.4995 -4.3301 89 "W"
75 14.8 18.7 22.9 24.7 2 1 1 5 -0.9848 -1.9284 -3 -2.8191 -2.8191 64 "W"
58 17.3 20.4 22.5 23.5 7 6 7 7 0 -3.2139 -4.6985 -4.6985 -3.7588 75 "W"
80 14.6 18.7 22.7 23 1 3 5 5 -2 -2.8191 -3.4641 -2.5981 -4.3301 58 "W"
53 15.1 18.9 20.5 19.2 7 8 8 8 1 0 -1.3681 -0.342 1.2856 80 "S"
61 16.8 18.6 20.2 22 7 7 7 7 0 -1 -1.2856 -1.5321 -1.9284 53 "S"
55 13.5 16.8 15.9 16.2 8 8 8 7 -0.3473 2.5981 -0.342 1.0261 -1.5321 61 "N"
70 10.5 15.5 20 20.5 2 1 4 7 0 -0.3473 -2.2981 -3.7588 -0.342 55 "W"
85 11.9 18.3 22 24 6 6 6 6 1.7321 3.2139 4.3301 5.6382 4.6985 70 "E"
120 17.6 22 26.9 29.6 7 5 1 1 5 6.8937 6.5778 5.6382 3.9392 85 "E"
140 16.8 23.3 27.8 31.4 6 2 2 0 -0.1736 1 3.2139 4.924 3 120 "N"
126 20.2 25.8 31.2 32.7 2 2 7 7 1.9696 4.3301 5.1962 2.5 -2.5 140 "E"
102 18 18.8 19.8 22.9 8 8 8 2 2.9544 -0.342 -3.8302 -2.2981 -4.6985 126 "W"
66 14.6 18 21.7 19.8 7 3 6 6 -1.2856 -4.6985 -4.6985 -0.684 -4.924 102 "W"
68 14.6 18.7 20.1 20 7 7 7 7 -0.766 -0.1736 -1.9696 -0.766 -0.866 66 "W"
72 14 18.4 22.3 23.3 3 6 7 7 0.1736 0.9848 -0.1736 2.9544 2 68 "S"
91 14.8 19.8 23.4 22.8 4 5 5 5 1.0261 0 4.3301 4.3301 2 72 "E"
113 11.9 18.5 24.2 24.1 7 3 6 7 -0.6428 0.3473 -2.2981 -4.3301 -3.8302 91 "W"
79 12.7 17.5 20.5 20.5 1 3 5 6 -2 -4.924 -5.9088 -5.6382 -5.6382 113 "W"
68 14.9 18 20.5 20.4 2 6 5 4 -3.9392 -5.6382 -2.0521 -1.7101 -3.2139 79 "N"
79 12.1 15.1 18.7 20.7 7 7 7 3 -2 -1.9284 0.5209 1.0261 0.8682 68 "N"
79 6.9 15.1 19.8 21.2 1 1 5 3 -0.5 1 1.7321 0 0.684 79 "E"
102 9 17.9 21.9 23 3 7 8 7 0 -1.5 -2 -3.9392 -3.4641 79 "S"
64 16.8 19 21.4 21.5 7 7 7 8 -2.5 -4.5963 -5.1962 -5 -3.9392 102 "W"
74 11.1 16.6 20.5 21.8 3 7 5 7 -0.766 -1.8794 -2 -0.342 0 64 "W"
53 14.5 20.7 23.3 24.1 2 4 5 6 0.1736 -1.5321 -1.8794 -0.3473 1.5 74 "W"
83 15.8 22.2 25.9 27.8 3 1 1 1 0.5 3 2.8191 2.9544 3.0642 53 "E"
95 16.3 22.4 28.5 30.5 1 0 0 0 0.9848 3 3.7588 1.9284 2 83 "E"
123 17.5 22.6 30.6 31.8 6 6 4 3 1.7321 2.5981 0.8682 -1.9284 -4 95 "S"
85 17 16.9 18.6 20.6 8 8 7 3 -2 -1.5 -2.5712 -1.5 0 123 "N"
64 11.2 15 18.9 20.4 6 8 7 7 0 -0.9848 -0.9848 -1 -0.9848 85 "W"
70 13.6 18.9 23.1 23.5 1 1 4 7 -0.766 -0.866 -2.2981 -2.9544 -1.2856 64 "W"
68 15.5 18.5 22.5 18.6 9 6 7 6 -1.5 -1.7101 -4 -5.1962 -3.4641 70 "S"
69 12.4 17.1 20.9 21.2 6 3 5 4 -2.9544 -3.7588 -3.4641 -1.7101 0.6946 68 "W"
68 9.3 15.5 18.7 20.2 3 6 7 6 -0.766 -1.9284 -2.8191 -0.866 -1 69 "W"
66 13.3 16 19.3 19.7 7 7 7 8 -0.6946 -0.8682 -3.0782 -6.8944 -1.7101 68 "S"
55 13.5 14 13.8 15.3 8 8 8 8 1.9696 -0.5 -1.0261 -1.5 -1.5 66 "S"
61 9.8 14.7 15.4 18.2 1 4 6 5 0 -1.3681 -2.5981 -5 -1.7321 55 "W"
61 12.2 14.6 17.3 20.9 7 8 7 4 0.8682 1.3892 -3.5 -3.5 -1.5 61 "S"
64 17.7 20.3 23.4 24 8 5 6 5 0 -2.5 -4.4995 -3.4641 0.684 61 "S"
98 15 19.6 24.9 26.9 2 1 1 1 1.7321 3.8302 3.2139 3 3.4641 64 "S"
73 15.5 13.4 18.6 18.5 7 7 5 3 -1.9696 -1.5321 -3.0642 -0.8682 -2.5981 98 "W"
72 12.4 15.7 20.4 22.8 6 7 6 6 1.2856 0.3473 -1.0419 -2.5 -0.684 73 "S"
72 12.2 18.2 21.7 22 5 5 6 4 0.342 0.6946 -4.4995 -4.3301 -1.2856 72 "S"
51 10.9 15.4 19.2 18 1 6 7 8 1.0261 -0.6946 -4.4995 -4 -2.3941 72 "S"
67 15.2 15.5 17.2 17.6 8 8 7 7 -1.0261 -1.0261 -4.3301 0 0 51 "W"
72 12.6 15.6 18.6 18.6 6 1 4 2 0.6946 -0.6946 -0.8682 -5.6382 -1.2856 67 "S"
91 9.4 10.4 10.7 12.8 8 8 7 7 5.3623 4.924 7.8785 2.7362 2.5 83 "E"
67 8.5 12 13.4 14.9 8 7 8 6 1.9284 2.5 0.6946 2.3941 0 91 "N"
62 9.7 10 10.8 10.2 8 8 8 8 -1 -1.5 0 -1.2856 -1.0261 67 "N"
80 8.7 8.7 9.7 10.4 8 8 8 8 2.5 1.3681 3.5 5.1423 1.7101 62 "N"
88 6.9 9.6 12.1 12.8 1 2 2 2 1.0419 1.5628 4.5 3.0782 4 80 "N"
83 5.8 8.4 9.8 11 7 7 7 7 0.6946 2.5 3.5 3.5 1.7101 88 "N"
75 7.7 11.1 14.7 15.1 8 7 6 3 0.5209 3.2139 1.7101 1.2155 1.0419 83 "N"
94 8.5 10.8 15.1 17.6 8 8 3 7 0.8682 0.8682 0 2.5712 2.0521 75 "N"
61 10 10.9 15.9 16.8 8 8 7 6 1.0261 -0.3473 1.9284 1.3681 -0.5209 94 "N"
63 10.4 12.5 17.3 19.9 6 7 8 8 -0.766 0.1736 0.6428 -0.1736 2.9544 61 "N"
110 11.5 14.3 22 24.1 9 5 5 4 0 0 -1.7321 0 2 63 "W"
139 11.2 21.9 26 26.8 0 0 1 2 -0.5 1.9696 4.3301 4.6985 3.9392 110 "E"
94 15.6 15.6 16.8 17.6 8 7 7 6 0.342 -5.9088 -4.6985 -4.3301 -3 139 "W"
94 8.8 15.8 19.6 19.2 6 6 5 7 -0.5 2.5981 0.5209 0.5209 0.5209 94 "S"
88 9.9 14.8 14.9 17.7 5 7 7 5 0.9397 -1.9284 -2 -5.7851 -3.8302 94 "S"
96 13.2 13.2 15.7 17.3 6 7 7 5 -4.4995 -3.8302 -4.5963 -4.5 -5.3623 88 "W"
84 9.1 12.7 13.7 14.1 1 7 6 7 -3.7588 -4.924 -3.9392 -6 -3.9392 96 "W"
80 8.9 13.7 16.1 16.7 3 5 2 1 -3 -3.8567 -2.0521 -1.0419 0 84 "N"
88 6.8 13.9 16.2 16.7 0 4 6 7 -0.866 0.684 -0.3473 0 0.8682 80 "N"
101 10.3 16.8 19.9 21.3 5 3 3 3 0.684 2.5981 5.6382 2.0521 4.5963 88 "E"
117 10.6 16.8 22.1 23.4 0 0 0 1 1.2856 1.3681 5.6382 4.5963 3 101 "E"
109 10.9 17.5 22.5 25.2 1 2 2 3 0 0 3.2139 4.3301 3.2139 117 "N"
122 14.9 20.2 22.8 24.2 5 3 1 3 0 1.2856 2.2981 -0.6946 -1.0419 109 "E"
143 12.4 19.4 24.6 25.2 1 1 3 5 -1.2856 -0.5 0.9848 0.684 0.3473 122 "E"
130 13.3 17.8 21.4 21.5 8 3 6 7 -3.0642 -2.8191 -1.3681 -1.9284 -3.0642 143 "S"
110 13.3 16.9 20.3 20.5 7 7 7 7 -1.7321 -1 -3 -3 -2 130 "W"
80 13.2 16.1 20.2 23.6 9 7 6 5 0 -1.8794 -1.8794 -2 -0.9397 110 "W"
106 14.2 21.9 26.9 28.9 5 6 5 3 0 -1.7321 -1.9696 -1.2856 -1.5321 80 "W"
61 13.2 15.3 21.4 25.7 8 8 4 3 0.5209 -0.5209 1.0261 -0.3473 1.7101 106 "N"
80 14.5 21.6 25 23.7 5 3 3 3 0 0.684 0 -0.8682 -1.0419 61 "N"
84 13.3 16.5 19.1 18.3 3 6 4 2 -1.0261 -3.2139 -1.2155 -1.2155 0 80 "N"
87 10.1 15.6 18.5 18.4 1 4 4 8 -1.7321 0.6946 -1.7101 -0.6946 -1.7101 84 "N"
82 12.8 17 18.4 17.7 6 5 5 7 -2.8191 -4.3301 -4 -3 0 87 "N"
92 11.3 15.3 17.6 19.5 1 2 5 4 1.7321 2.9544 1.8794 0.5209 1.5 82 "E"
114 9.3 16.2 19.7 22.5 1 1 1 0 1.5321 0.9848 0.3473 -0.1736 0.342 92 "N"
94 12 17.4 20.5 20.4 6 8 8 7 0.9397 -0.5 -2.9544 -4.3301 -4.3301 114 "W"
80 13.1 17.7 19.8 18.3 7 6 6 7 -2.5981 -5.6382 -5 -6 -5.9088 94 "W"
79 13.4 16.8 15.6 14.9 7 7 8 8 -2.5981 -4.3301 -1.8794 -3.7588 -2.8191 80 "W"
70 11.3 13.4 13.8 15.4 8 8 8 8 -0.766 1 0 0 1.0261 79 "N"
99 10.9 15.1 17.6 18.9 7 2 4 4 0.5209 2.5981 -0.6946 0 0 70 "N"
79 9.3 14.9 17.5 18.9 6 5 5 4 -1.7321 0 -1.0419 -1.3892 -2.7362 99 "N"
101 9.1 16.1 19.6 21.4 0 2 4 4 0 -0.766 -1.0261 -2.2981 0.6946 79 "N"
106 10.1 18.3 21.9 22.9 7 5 6 8 -0.866 1.2856 -2.2981 -3.9392 -1.9696 101 "W"
101 12.5 17.3 19.3 20.2 1 7 7 3 -1.9696 -1.5 -1.5 -0.8682 0 106 "N"
90 12.5 17.6 20.3 17.4 6 7 6 8 0.9397 0.6946 -1.0419 -0.6946 0 101 "S"
72 14.3 18.3 19.6 19.4 6 7 5 6 -0.8682 -0.8682 -2.7362 -6.8944 -2.3941 90 "S"
70 14.7 17.1 18.2 18 8 7 7 7 -1.3681 -4.3301 -7.8785 -5.1962 -3.9392 72 "W"
83 13.4 15.4 17.4 16.6 7 8 7 7 -4 -4.3301 -2.0521 -3 -3.5 70 "N"
88 10.7 15.9 19.1 21.5 1 6 5 4 -1.7321 0.5209 -2.9544 -1.0261 0 83 "W"
145 15 21 24.6 26.9 0 0 1 1 1 -0.342 -1.5321 -0.684 -1.5321 121 "W"
81 13.4 16.2 22.4 23.4 8 8 3 1 0.5209 0 0.3473 -2.5712 0.8682 145 "N"
121 12.9 19.7 24.2 26.9 2 2 1 0 0 1.5321 1.7321 2 -1.5 81 "E"
146 16.5 23.6 28.6 28.4 3 1 1 2 1.8794 1 -1.9284 -1.2155 1.0419 121 "S"
121 15.3 20.4 25.2 27.7 6 1 0 0 -0.6946 0 -0.5209 1.0261 0 146 "N"
146 17.3 27 32.7 33.7 0 0 0 0 0.684 2.9544 6.5778 4.3301 4.6985 121 "E"
108 20.7 24 23.5 25.1 0 4 4 0 -0.1736 -2.5712 -3.8567 -4.6985 -4.3301 146 "S"
83 16.2 19.7 22.9 24.8 6 7 6 6 -1.2856 -2.5981 -3.9392 -4.924 -3.7588 108 "W"
57 14.3 20.1 22.4 22.8 5 7 6 7 -1.0261 -5.6382 -3.8302 -4.5963 -3.8302 83 "W"
81 14.6 19.6 25.1 27.2 7 3 4 4 0 -1.9284 -2.5712 -4.3301 -3.4641 57 "S"
67 16.8 19.5 23.4 23.7 8 5 5 4 -1 -1.5321 -3.0642 -0.8682 -1.0419 81 "W"
70 14.1 18.8 22.7 24.9 7 5 2 1 -0.9397 0.684 0 1.3681 0.6946 67 "N"
106 16.8 24.1 28.4 30.1 0 0 0 1 1 2.8191 3.9392 3.4641 3.9392 70 "E"
139 20.4 26.6 30.1 31.9 0 0 1 4 2 1.8794 2 1.3681 -5.1962 106 "S"
79 17.7 19.5 18.8 17.8 7 8 8 8 -2.5981 0.6946 -0.866 -1.0261 -0.866 139 "W"
93 16 16.8 18.2 22 7 8 8 6 -0.866 0 0 1.2856 -1.7321 79 "S"
97 16 20.8 23.7 25 6 2 3 4 0 0 1.7101 -2.7362 -1.2155 93 "N"
113 15.5 17.5 18.2 22.7 8 8 8 5 -1.5321 -3.7588 -3.9392 -4.6985 -4.3301 97 "W"
72 14.1 18.1 21.2 23.9 7 7 6 4 -1 -2.5981 -3.9392 -3.7588 -5 113 "W"
88 12.4 19.2 22 25.2 3 4 7 4 -0.5 -1.9696 -3.0642 -4 -4.5963 72 "W"
77 17.6 19.4 20.7 22.5 8 7 8 7 -2.5 -6.5778 -5.6382 -9 -5.1962 88 "W"
71 14 19.2 21 22.4 1 6 4 6 -3.7588 -7.8785 -6.8937 -6.8937 -5.6382 77 "W"
56 13.2 13.8 17.3 18.5 8 8 8 6 -0.6946 1.5 -3.8302 -2.0521 -1.5 71 "W"
45 13.5 14.3 14.5 15.2 7 8 8 8 0 0.684 4 2.9544 0 56 "E"
67 12.3 15.6 18.6 20.3 8 5 7 5 0 -3.2139 -3.7588 -4 0.8682 45 "W"
67 10.9 16.9 19.1 19.5 1 5 5 6 -1.8794 -2.2981 -3.7588 0 -2.8191 67 "W"
84 13.7 17.4 20.4 21.4 4 3 4 6 -0.6428 0 0.3473 -2.5981 -3.0642 67 "S"
63 13.4 15.1 20.5 20.6 8 8 6 6 2.3941 2 -5.3623 -6.1284 -5.1962 84 "W"
69 14.9 15.1 15.6 15.9 8 8 8 8 -6.1284 -4.5963 -3.8302 -4.3301 -3.4641 63 "W"
92 14.5 16.7 19.1 19.3 6 7 6 4 -2.5 -2.0521 -4.4995 -2.7362 -3.5 69 "N"
88 13.1 16.9 20.3 20.7 6 6 6 5 -2.9544 -2.8191 -3.4641 -3 -4.5963 92 "W"
66 16.8 18 21.6 23.3 8 8 6 5 -1.7101 -3 -3.5 -3.2139 -2.5712 88 "S"
72 14.8 18.6 21.9 23.6 7 4 7 6 0.342 0.866 -1.9696 -1.0261 0 66 "W"
81 15.5 18.8 22.5 23.9 7 6 3 2 0.5209 0.5209 -1 -2 1.0419 72 "N"
83 13.2 19 22.5 24.1 1 2 4 6 0.3473 0 -1.0261 0.5209 0.8682 81 "N"
149 12.6 19.9 26.9 29 1 3 4 3 -1 1 -0.9397 -0.6428 1.0419 83 "W"
153 14.8 23.8 27.7 29.4 0 1 1 4 -0.866 0.9397 1.5 0 0.6946 149 "N"
159 17.3 24 28.3 26.5 1 2 2 7 -0.6428 -0.342 1.2856 -2 1.9284 153 "N"
149 17.9 23.3 27.6 28.8 5 4 6 3 -1.2856 0.866 -1.5321 -0.1736 1.9284 159 "W"
160 19.9 25 29.6 31.1 7 0 3 5 0.9397 1.5321 -0.684 2.8191 0 149 "S"
156 18.7 24.9 30.5 32.2 0 0 1 4 -0.866 -0.5 -1.8794 -1.2856 0 160 "W"
84 17.8 20.5 26.3 27.8 6 1 0 2 0.6946 -1.3681 -0.6946 0 0.8682 156 "N"
126 17.3 25.3 29.5 31.2 3 1 4 4 1.5 3 3.7588 5 4 84 "E"
116 20.4 21.3 23.8 22.1 7 7 7 8 3.7588 0 -2.3941 -1.3892 -1.8794 126 "S"
77 15.6 20 18.2 23.6 6 5 7 6 -2.2981 -3.4641 -2.5981 -3.7588 0.6946 116 "W"
63 13.3 18.7 20.6 20.3 1 6 7 7 -1 -5 -4.924 -5.6382 -1.5321 77 "W"
54 16.4 18.6 18.7 17.8 7 8 8 8 -2.5981 -4.6985 -2.5 -0.8682 0 63 "S"
65 17.4 19.2 23 22.7 7 8 7 7 -2.2981 -3.8302 -4.924 -5.6382 -4.924 54 "W"
72 17.9 19.9 21.6 20.4 8 7 7 8 -0.8682 -3 -4.5963 -5.1962 -2.2981 65 "W"
60 15.1 18.7 21.4 21.7 6 7 7 7 -3.0642 -5.6382 -6.0622 -6.8937 -5.1962 72 "W"
70 13.3 18.4 17.1 20.5 2 3 6 3 -1.2856 -5.9088 -3.2139 -4.4995 -3.5 60 "N"
77 10.6 17.1 20 20.8 3 4 5 4 -0.9397 -1.9284 -1.0261 0.5209 0 70 "N"
98 10.4 17.8 22.8 24.3 2 1 1 0 0 0 -1.5321 -1 -1.8794 77 "W"
111 13 20.9 25.2 26.7 1 1 5 2 -0.1736 -1.0261 -3 -2.2981 -4 98 "W"
75 17.1 18.8 20.5 26 8 8 7 1 0.5 -0.866 0 0 -1.2856 111 "N"
116 15 23.5 29.8 31.7 0 1 3 5 0.1736 1.8794 1.3681 0.6946 1 75 "S"
109 18.6 20.8 23.7 26.6 8 8 5 4 -2.2981 -1.0261 -1.7101 -3.2139 -3.8302 116 "S"
67 16.7 18.8 21.1 18.9 7 7 7 8 -2.5712 -5.3623 -5.3623 -2.5 -1.5321 86 "W"
